year;month;shape_id;dengue_confirmed;dengue_dead;dengue_loc;type;shape_name;shape_type
2010;4;4;0;0;0;region;Dodoma;region
2010;4;5;0;0;0;region;Geita;region
2010;4;6;0;0;0;region;Iringa;region
2010;4;7;0;0;0;region;Kagera;region
2010;4;8;0;0;0;region;Kaskazini Pemba;region
2010;4;9;0;0;0;region;Kaskazini Unguja;region
2010;4;10;0;0;0;region;Katavi;region
2010;4;11;0;0;0;region;Kigoma;region
2010;4;12;0;0;0;region;Kilimanjaro;region
2010;4;13;0;0;0;region;Kusini Pemba;region
2010;4;14;0;0;0;region;Kusini Unguja;region
2010;4;15;0;0;0;region;Lindi;region
2010;4;16;0;0;0;region;Manyara;region
2010;4;17;0;0;0;region;Mara;region
2010;4;18;0;0;0;region;Mbeya;region
2010;4;19;0;0;1;region;Mjini Magharibi;region
2010;4;20;0;0;0;region;Morogoro;region
2010;4;21;0;0;0;region;Mtwara;region
2010;4;22;0;0;0;region;Mwanza;region
2010;4;23;0;0;0;region;Njombe;region
2010;4;24;0;0;0;region;Pwani;region
2010;4;25;0;0;0;region;Rukwa;region
2010;4;26;0;0;0;region;Ruvuma;region
2010;4;27;0;0;0;region;Shinyanga;region
2010;4;28;0;0;0;region;Simiyu;region
2010;4;29;0;0;0;region;Singida;region
2010;4;30;0;0;0;region;Songwe;region
2010;4;31;0;0;0;region;Tabora;region
2010;4;32;0;0;0;region;Tanga;region
2010;4;1;0;0;1;country;Tanzania;country
2010;5;2;0;0;0;region;Arusha;region
2010;5;3;0;0;0;region;Dar-es-salaam;region
2010;5;4;0;0;0;region;Dodoma;region
2010;5;5;0;0;0;region;Geita;region
2010;5;6;0;0;0;region;Iringa;region
2010;5;7;0;0;0;region;Kagera;region
2010;5;8;0;0;0;region;Kaskazini Pemba;region
2010;5;9;0;0;0;region;Kaskazini Unguja;region
2010;5;10;0;0;0;region;Katavi;region
2010;5;11;0;0;0;region;Kigoma;region
2010;5;12;0;0;0;region;Kilimanjaro;region
2010;5;13;0;0;0;region;Kusini Pemba;region
2010;5;14;0;0;0;region;Kusini Unguja;region
2010;5;15;0;0;0;region;Lindi;region
2010;5;16;0;0;0;region;Manyara;region
2010;5;17;0;0;0;region;Mara;region
2010;5;18;0;0;0;region;Mbeya;region
2010;5;19;0;0;0;region;Mjini Magharibi;region
2010;5;20;0;0;0;region;Morogoro;region
2010;5;21;0;0;0;region;Mtwara;region
2010;5;22;0;0;0;region;Mwanza;region
2010;5;23;0;0;0;region;Njombe;region
2010;5;24;0;0;0;region;Pwani;region
2010;5;25;0;0;0;region;Rukwa;region
2010;5;26;0;0;0;region;Ruvuma;region
2010;5;27;0;0;0;region;Shinyanga;region
2010;5;28;0;0;0;region;Simiyu;region
2010;5;29;0;0;0;region;Singida;region
2010;5;30;0;0;0;region;Songwe;region
2010;5;31;0;0;0;region;Tabora;region
2010;5;32;0;0;0;region;Tanga;region
2010;5;1;0;0;0;country;Tanzania;country
2010;6;2;0;0;0;region;Arusha;region
2010;6;3;0;0;0;region;Dar-es-salaam;region
2010;6;4;0;0;0;region;Dodoma;region
2010;6;5;0;0;0;region;Geita;region
2010;6;6;0;0;0;region;Iringa;region
2010;6;7;0;0;0;region;Kagera;region
2010;6;8;0;0;0;region;Kaskazini Pemba;region
2010;6;9;0;0;1;region;Kaskazini Unguja;region
2010;6;10;0;0;0;region;Katavi;region
2010;6;11;0;0;0;region;Kigoma;region
2010;6;12;0;0;0;region;Kilimanjaro;region
2010;6;13;0;0;0;region;Kusini Pemba;region
2010;6;14;0;0;1;region;Kusini Unguja;region
2010;6;15;0;0;0;region;Lindi;region
2010;6;16;0;0;0;region;Manyara;region
2010;6;17;0;0;0;region;Mara;region
2010;6;18;0;0;0;region;Mbeya;region
2010;6;19;0;0;1;region;Mjini Magharibi;region
2010;6;20;0;0;0;region;Morogoro;region
2010;6;21;0;0;0;region;Mtwara;region
2010;6;22;0;0;0;region;Mwanza;region
2010;6;23;0;0;0;region;Njombe;region
2010;6;24;0;0;0;region;Pwani;region
2010;6;25;0;0;0;region;Rukwa;region
2010;6;26;0;0;0;region;Ruvuma;region
2010;6;27;0;0;0;region;Shinyanga;region
2010;6;28;0;0;0;region;Simiyu;region
2010;6;29;0;0;0;region;Singida;region
2010;6;30;0;0;0;region;Songwe;region
2010;6;31;0;0;0;region;Tabora;region
2010;6;32;0;0;0;region;Tanga;region
2010;6;1;0;0;1;country;Tanzania;country
2010;7;2;0;0;0;region;Arusha;region
2010;7;3;0;0;0;region;Dar-es-salaam;region
2010;7;4;0;0;0;region;Dodoma;region
2010;7;5;0;0;0;region;Geita;region
2010;7;6;0;0;0;region;Iringa;region
2010;7;7;0;0;0;region;Kagera;region
2010;7;8;0;0;0;region;Kaskazini Pemba;region
2010;7;9;0;0;0;region;Kaskazini Unguja;region
2010;7;10;0;0;0;region;Katavi;region
2010;7;11;0;0;0;region;Kigoma;region
2010;7;12;0;0;0;region;Kilimanjaro;region
2010;7;13;0;0;0;region;Kusini Pemba;region
2010;7;14;0;0;0;region;Kusini Unguja;region
2010;7;15;0;0;0;region;Lindi;region
2010;7;16;0;0;0;region;Manyara;region
2010;7;17;0;0;0;region;Mara;region
2010;7;18;0;0;0;region;Mbeya;region
2010;7;19;0;0;0;region;Mjini Magharibi;region
2010;7;20;0;0;0;region;Morogoro;region
2010;7;21;0;0;0;region;Mtwara;region
2010;7;22;0;0;0;region;Mwanza;region
2010;7;23;0;0;0;region;Njombe;region
2010;7;24;0;0;0;region;Pwani;region
2010;7;25;0;0;0;region;Rukwa;region
2010;7;26;0;0;0;region;Ruvuma;region
2010;7;27;0;0;0;region;Shinyanga;region
2010;7;28;0;0;0;region;Simiyu;region
2010;7;29;0;0;0;region;Singida;region
2010;7;30;0;0;0;region;Songwe;region
2010;7;31;0;0;0;region;Tabora;region
2010;7;32;0;0;0;region;Tanga;region
2010;7;1;0;0;0;country;Tanzania;country
2010;8;2;0;0;0;region;Arusha;region
2010;8;3;0;0;0;region;Dar-es-salaam;region
2010;8;4;0;0;0;region;Dodoma;region
2010;8;5;0;0;0;region;Geita;region
2010;8;6;0;0;0;region;Iringa;region
2010;8;7;0;0;0;region;Kagera;region
2010;8;8;0;0;0;region;Kaskazini Pemba;region
2010;8;9;0;0;0;region;Kaskazini Unguja;region
2010;8;10;0;0;0;region;Katavi;region
2010;8;11;0;0;0;region;Kigoma;region
2010;8;12;0;0;0;region;Kilimanjaro;region
2010;8;13;0;0;0;region;Kusini Pemba;region
2010;8;14;0;0;0;region;Kusini Unguja;region
2010;8;15;0;0;0;region;Lindi;region
2010;8;16;0;0;0;region;Manyara;region
2010;8;17;0;0;0;region;Mara;region
2010;8;18;0;0;0;region;Mbeya;region
2010;8;19;0;0;0;region;Mjini Magharibi;region
2010;8;20;0;0;0;region;Morogoro;region
2010;8;21;0;0;0;region;Mtwara;region
2010;8;22;0;0;0;region;Mwanza;region
2010;8;23;0;0;0;region;Njombe;region
2010;8;24;0;0;0;region;Pwani;region
2010;8;25;0;0;0;region;Rukwa;region
2010;8;26;0;0;0;region;Ruvuma;region
2010;8;27;0;0;0;region;Shinyanga;region
2010;8;28;0;0;0;region;Simiyu;region
2010;8;29;0;0;0;region;Singida;region
2010;8;30;0;0;0;region;Songwe;region
2010;8;31;0;0;0;region;Tabora;region
2010;8;32;0;0;0;region;Tanga;region
2010;8;1;0;0;0;country;Tanzania;country
2010;9;2;0;0;0;region;Arusha;region
2010;9;3;0;0;0;region;Dar-es-salaam;region
2010;9;4;0;0;0;region;Dodoma;region
2010;9;5;0;0;0;region;Geita;region
2010;9;6;0;0;0;region;Iringa;region
2010;9;7;0;0;0;region;Kagera;region
2010;9;8;0;0;0;region;Kaskazini Pemba;region
2010;9;9;0;0;0;region;Kaskazini Unguja;region
2010;9;10;0;0;0;region;Katavi;region
2010;9;11;0;0;0;region;Kigoma;region
2010;9;12;0;0;0;region;Kilimanjaro;region
2010;9;13;0;0;0;region;Kusini Pemba;region
2010;9;14;0;0;0;region;Kusini Unguja;region
2010;9;15;0;0;0;region;Lindi;region
2010;9;16;0;0;0;region;Manyara;region
2010;9;17;0;0;0;region;Mara;region
2010;9;18;0;0;0;region;Mbeya;region
2010;9;19;0;0;0;region;Mjini Magharibi;region
2010;9;20;0;0;0;region;Morogoro;region
2010;9;21;0;0;0;region;Mtwara;region
2010;9;22;0;0;0;region;Mwanza;region
2010;9;23;0;0;0;region;Njombe;region
2010;9;24;0;0;0;region;Pwani;region
2010;9;25;0;0;0;region;Rukwa;region
2010;9;26;0;0;0;region;Ruvuma;region
2010;9;27;0;0;0;region;Shinyanga;region
2010;9;28;0;0;0;region;Simiyu;region
2010;9;29;0;0;0;region;Singida;region
2010;9;30;0;0;0;region;Songwe;region
2010;9;31;0;0;0;region;Tabora;region
2010;9;32;0;0;0;region;Tanga;region
2010;9;1;0;0;0;country;Tanzania;country
2010;10;2;0;0;0;region;Arusha;region
2010;10;3;0;0;0;region;Dar-es-salaam;region
2010;10;4;0;0;0;region;Dodoma;region
2010;10;5;0;0;0;region;Geita;region
2010;10;6;0;0;0;region;Iringa;region
2010;10;7;0;0;0;region;Kagera;region
2010;10;8;0;0;0;region;Kaskazini Pemba;region
2010;10;9;0;0;0;region;Kaskazini Unguja;region
2010;10;10;0;0;0;region;Katavi;region
2010;10;11;0;0;0;region;Kigoma;region
2010;10;12;0;0;0;region;Kilimanjaro;region
2010;10;13;0;0;0;region;Kusini Pemba;region
2010;10;14;0;0;0;region;Kusini Unguja;region
2010;10;15;0;0;0;region;Lindi;region
2010;10;16;0;0;0;region;Manyara;region
2010;10;17;0;0;0;region;Mara;region
2010;10;18;0;0;0;region;Mbeya;region
2010;10;19;0;0;0;region;Mjini Magharibi;region
2010;10;20;0;0;0;region;Morogoro;region
2010;10;21;0;0;0;region;Mtwara;region
2010;10;22;0;0;0;region;Mwanza;region
2010;10;23;0;0;0;region;Njombe;region
2010;10;24;0;0;0;region;Pwani;region
2010;10;25;0;0;0;region;Rukwa;region
2010;10;26;0;0;0;region;Ruvuma;region
2010;10;27;0;0;0;region;Shinyanga;region
2010;10;28;0;0;0;region;Simiyu;region
2010;10;29;0;0;0;region;Singida;region
2010;10;30;0;0;0;region;Songwe;region
2010;10;31;0;0;0;region;Tabora;region
2010;10;32;0;0;0;region;Tanga;region
2010;10;1;0;0;0;country;Tanzania;country
2010;11;2;0;0;0;region;Arusha;region
2010;11;3;0;0;0;region;Dar-es-salaam;region
2010;11;4;0;0;0;region;Dodoma;region
2010;11;5;0;0;0;region;Geita;region
2010;11;6;0;0;0;region;Iringa;region
2010;11;7;0;0;0;region;Kagera;region
2010;11;8;0;0;0;region;Kaskazini Pemba;region
2010;11;9;0;0;0;region;Kaskazini Unguja;region
2010;11;10;0;0;0;region;Katavi;region
2010;11;11;0;0;0;region;Kigoma;region
2010;11;12;0;0;0;region;Kilimanjaro;region
2010;11;13;0;0;0;region;Kusini Pemba;region
2010;11;14;0;0;0;region;Kusini Unguja;region
2010;11;15;0;0;0;region;Lindi;region
2010;11;16;0;0;0;region;Manyara;region
2010;11;17;0;0;0;region;Mara;region
2010;11;18;0;0;0;region;Mbeya;region
2010;11;19;0;0;0;region;Mjini Magharibi;region
2010;11;20;0;0;0;region;Morogoro;region
2010;11;21;0;0;0;region;Mtwara;region
2010;11;22;0;0;0;region;Mwanza;region
2010;11;23;0;0;0;region;Njombe;region
2010;11;24;0;0;0;region;Pwani;region
2010;11;25;0;0;0;region;Rukwa;region
2010;11;26;0;0;0;region;Ruvuma;region
2010;11;27;0;0;0;region;Shinyanga;region
2010;11;28;0;0;0;region;Simiyu;region
2010;11;29;0;0;0;region;Singida;region
2010;11;30;0;0;0;region;Songwe;region
2010;11;31;0;0;0;region;Tabora;region
2010;11;32;0;0;0;region;Tanga;region
2010;11;1;0;0;0;country;Tanzania;country
2010;12;2;0;0;0;region;Arusha;region
2010;12;3;0;0;0;region;Dar-es-salaam;region
2010;12;4;0;0;0;region;Dodoma;region
2010;12;5;0;0;0;region;Geita;region
2010;12;6;0;0;0;region;Iringa;region
2010;12;7;0;0;0;region;Kagera;region
2010;12;8;0;0;0;region;Kaskazini Pemba;region
2010;12;9;0;0;0;region;Kaskazini Unguja;region
2010;12;10;0;0;0;region;Katavi;region
2010;12;11;0;0;0;region;Kigoma;region
2010;12;12;0;0;0;region;Kilimanjaro;region
2010;12;13;0;0;0;region;Kusini Pemba;region
2010;12;14;0;0;0;region;Kusini Unguja;region
2010;12;15;0;0;0;region;Lindi;region
2010;12;16;0;0;0;region;Manyara;region
2010;12;17;0;0;0;region;Mara;region
2010;12;18;0;0;0;region;Mbeya;region
2010;12;19;0;0;0;region;Mjini Magharibi;region
2010;12;20;0;0;0;region;Morogoro;region
2010;12;21;0;0;0;region;Mtwara;region
2010;12;22;0;0;0;region;Mwanza;region
2010;12;23;0;0;0;region;Njombe;region
2010;12;24;0;0;0;region;Pwani;region
2010;12;25;0;0;0;region;Rukwa;region
2010;12;26;0;0;0;region;Ruvuma;region
2010;12;27;0;0;0;region;Shinyanga;region
2010;12;28;0;0;0;region;Simiyu;region
2010;12;29;0;0;0;region;Singida;region
2010;12;30;0;0;0;region;Songwe;region
2010;12;31;0;0;0;region;Tabora;region
2010;12;32;0;0;0;region;Tanga;region
2010;12;1;0;0;0;country;Tanzania;country
2012;1;2;0;0;0;region;Arusha;region
2012;1;3;0;0;0;region;Dar-es-salaam;region
2012;1;4;0;0;0;region;Dodoma;region
2012;1;5;0;0;0;region;Geita;region
2012;1;6;0;0;0;region;Iringa;region
2012;1;7;0;0;0;region;Kagera;region
2012;1;8;0;0;0;region;Kaskazini Pemba;region
2012;1;9;0;0;0;region;Kaskazini Unguja;region
2012;1;10;0;0;0;region;Katavi;region
2012;1;11;0;0;0;region;Kigoma;region
2012;1;12;0;0;0;region;Kilimanjaro;region
2012;1;13;0;0;0;region;Kusini Pemba;region
2012;1;14;0;0;0;region;Kusini Unguja;region
2012;1;15;0;0;0;region;Lindi;region
2012;1;16;0;0;0;region;Manyara;region
2012;1;17;0;0;0;region;Mara;region
2012;1;18;0;0;0;region;Mbeya;region
2012;1;19;0;0;0;region;Mjini Magharibi;region
2012;1;20;0;0;0;region;Morogoro;region
2012;1;21;0;0;0;region;Mtwara;region
2012;1;22;0;0;0;region;Mwanza;region
2012;1;23;0;0;0;region;Njombe;region
2012;1;24;0;0;0;region;Pwani;region
2012;1;25;0;0;0;region;Rukwa;region
2012;1;26;0;0;0;region;Ruvuma;region
2012;1;27;0;0;0;region;Shinyanga;region
2012;1;28;0;0;0;region;Simiyu;region
2012;1;29;0;0;0;region;Singida;region
2012;1;30;0;0;0;region;Songwe;region
2012;1;31;0;0;0;region;Tabora;region
2012;1;32;0;0;0;region;Tanga;region
2012;1;1;0;0;0;country;Tanzania;country
2012;2;2;0;0;0;region;Arusha;region
2012;2;3;0;0;0;region;Dar-es-salaam;region
2012;2;4;0;0;0;region;Dodoma;region
2012;2;5;0;0;0;region;Geita;region
2012;2;6;0;0;0;region;Iringa;region
2012;2;7;0;0;0;region;Kagera;region
2012;2;8;0;0;0;region;Kaskazini Pemba;region
2012;2;9;0;0;0;region;Kaskazini Unguja;region
2012;2;10;0;0;0;region;Katavi;region
2012;2;11;0;0;0;region;Kigoma;region
2012;2;12;0;0;0;region;Kilimanjaro;region
2012;2;13;0;0;0;region;Kusini Pemba;region
2012;2;14;0;0;0;region;Kusini Unguja;region
2012;2;15;0;0;0;region;Lindi;region
2012;2;16;0;0;0;region;Manyara;region
2012;2;17;0;0;0;region;Mara;region
2012;2;18;0;0;0;region;Mbeya;region
2012;2;19;0;0;0;region;Mjini Magharibi;region
2012;2;20;0;0;0;region;Morogoro;region
2012;2;21;0;0;0;region;Mtwara;region
2012;2;22;0;0;0;region;Mwanza;region
2012;2;23;0;0;0;region;Njombe;region
2012;2;24;0;0;0;region;Pwani;region
2012;2;25;0;0;0;region;Rukwa;region
2012;2;26;0;0;0;region;Ruvuma;region
2012;2;27;0;0;0;region;Shinyanga;region
2012;2;28;0;0;0;region;Simiyu;region
2012;2;29;0;0;0;region;Singida;region
2012;2;30;0;0;0;region;Songwe;region
2012;2;31;0;0;0;region;Tabora;region
2012;2;32;0;0;0;region;Tanga;region
2012;2;1;0;0;0;country;Tanzania;country
2012;3;2;0;0;0;region;Arusha;region
2012;3;3;0;0;0;region;Dar-es-salaam;region
2012;3;4;0;0;0;region;Dodoma;region
2012;3;5;0;0;0;region;Geita;region
2012;3;6;0;0;0;region;Iringa;region
2012;3;7;0;0;0;region;Kagera;region
2012;3;8;0;0;0;region;Kaskazini Pemba;region
2012;3;9;0;0;0;region;Kaskazini Unguja;region
2012;3;10;0;0;0;region;Katavi;region
2012;3;11;0;0;0;region;Kigoma;region
2012;3;12;0;0;0;region;Kilimanjaro;region
2012;3;13;0;0;0;region;Kusini Pemba;region
2012;3;14;0;0;0;region;Kusini Unguja;region
2012;3;15;0;0;0;region;Lindi;region
2012;3;16;0;0;0;region;Manyara;region
2012;3;17;0;0;0;region;Mara;region
2012;3;18;0;0;0;region;Mbeya;region
2012;3;19;0;0;0;region;Mjini Magharibi;region
2012;3;20;0;0;0;region;Morogoro;region
2012;3;21;0;0;0;region;Mtwara;region
2012;3;22;0;0;0;region;Mwanza;region
2012;3;23;0;0;0;region;Njombe;region
2012;3;24;0;0;0;region;Pwani;region
2012;3;25;0;0;0;region;Rukwa;region
2012;3;26;0;0;0;region;Ruvuma;region
2012;3;27;0;0;0;region;Shinyanga;region
2012;3;28;0;0;0;region;Simiyu;region
2012;3;29;0;0;0;region;Singida;region
2012;3;30;0;0;0;region;Songwe;region
2012;3;31;0;0;0;region;Tabora;region
2012;3;32;0;0;0;region;Tanga;region
2012;3;1;0;0;0;country;Tanzania;country
2012;4;2;0;0;0;region;Arusha;region
2012;4;3;0;0;0;region;Dar-es-salaam;region
2012;4;4;0;0;0;region;Dodoma;region
2012;4;5;0;0;0;region;Geita;region
2012;4;6;0;0;0;region;Iringa;region
2012;4;7;0;0;0;region;Kagera;region
2012;4;8;0;0;0;region;Kaskazini Pemba;region
2012;4;9;0;0;0;region;Kaskazini Unguja;region
2012;4;10;0;0;0;region;Katavi;region
2012;4;11;0;0;0;region;Kigoma;region
2012;4;12;0;0;0;region;Kilimanjaro;region
2012;4;13;0;0;0;region;Kusini Pemba;region
2012;4;14;0;0;0;region;Kusini Unguja;region
2012;4;15;0;0;0;region;Lindi;region
2012;4;16;0;0;0;region;Manyara;region
2012;4;17;0;0;0;region;Mara;region
2012;4;18;0;0;0;region;Mbeya;region
2012;4;19;0;0;0;region;Mjini Magharibi;region
2012;4;20;0;0;0;region;Morogoro;region
2012;4;21;0;0;0;region;Mtwara;region
2012;4;22;0;0;0;region;Mwanza;region
2012;4;23;0;0;0;region;Njombe;region
2012;4;24;0;0;0;region;Pwani;region
2012;4;25;0;0;0;region;Rukwa;region
2012;4;26;0;0;0;region;Ruvuma;region
2012;4;27;0;0;0;region;Shinyanga;region
2012;4;28;0;0;0;region;Simiyu;region
2012;4;29;0;0;0;region;Singida;region
2012;4;30;0;0;0;region;Songwe;region
2012;4;31;0;0;0;region;Tabora;region
2012;4;32;0;0;0;region;Tanga;region
2012;4;1;0;0;0;country;Tanzania;country
2012;5;2;0;0;0;region;Arusha;region
2012;5;3;0;0;0;region;Dar-es-salaam;region
2012;5;4;0;0;0;region;Dodoma;region
2012;5;5;0;0;0;region;Geita;region
2012;5;6;0;0;0;region;Iringa;region
2012;5;7;0;0;0;region;Kagera;region
2012;5;8;0;0;0;region;Kaskazini Pemba;region
2012;5;9;0;0;0;region;Kaskazini Unguja;region
2012;5;10;0;0;0;region;Katavi;region
2012;5;11;0;0;0;region;Kigoma;region
2012;5;12;0;0;0;region;Kilimanjaro;region
2012;5;13;0;0;0;region;Kusini Pemba;region
2012;5;14;0;0;0;region;Kusini Unguja;region
2012;5;15;0;0;0;region;Lindi;region
2012;5;16;0;0;0;region;Manyara;region
2012;5;17;0;0;0;region;Mara;region
2012;5;18;0;0;0;region;Mbeya;region
2012;5;19;0;0;0;region;Mjini Magharibi;region
2012;5;20;0;0;0;region;Morogoro;region
2012;5;21;0;0;0;region;Mtwara;region
2012;5;22;0;0;0;region;Mwanza;region
2012;5;23;0;0;0;region;Njombe;region
2012;5;24;0;0;0;region;Pwani;region
2012;5;25;0;0;0;region;Rukwa;region
2012;5;26;0;0;0;region;Ruvuma;region
2012;5;27;0;0;0;region;Shinyanga;region
2012;5;28;0;0;0;region;Simiyu;region
2012;5;29;0;0;0;region;Singida;region
2012;5;30;0;0;0;region;Songwe;region
2012;5;31;0;0;0;region;Tabora;region
2012;5;32;0;0;0;region;Tanga;region
2012;5;1;0;0;0;country;Tanzania;country
2012;6;2;0;0;0;region;Arusha;region
2012;6;3;0;0;0;region;Dar-es-salaam;region
2012;6;4;0;0;0;region;Dodoma;region
2012;6;5;0;0;0;region;Geita;region
2012;6;6;0;0;0;region;Iringa;region
2012;6;7;0;0;0;region;Kagera;region
2012;6;8;0;0;0;region;Kaskazini Pemba;region
2012;6;9;0;0;0;region;Kaskazini Unguja;region
2012;6;10;0;0;0;region;Katavi;region
2012;6;11;0;0;0;region;Kigoma;region
2012;6;12;0;0;0;region;Kilimanjaro;region
2012;6;13;0;0;0;region;Kusini Pemba;region
2012;6;14;0;0;0;region;Kusini Unguja;region
2012;6;15;0;0;0;region;Lindi;region
2012;6;16;0;0;0;region;Manyara;region
2012;6;17;0;0;0;region;Mara;region
2012;6;18;0;0;0;region;Mbeya;region
2012;6;19;0;0;0;region;Mjini Magharibi;region
2012;6;20;0;0;0;region;Morogoro;region
2012;6;21;0;0;0;region;Mtwara;region
2012;6;22;0;0;0;region;Mwanza;region
2012;6;23;0;0;0;region;Njombe;region
2012;6;24;0;0;0;region;Pwani;region
2012;6;25;0;0;0;region;Rukwa;region
2012;6;26;0;0;0;region;Ruvuma;region
2012;6;27;0;0;0;region;Shinyanga;region
2012;6;28;0;0;0;region;Simiyu;region
2012;6;29;0;0;0;region;Singida;region
2012;6;30;0;0;0;region;Songwe;region
2012;6;31;0;0;0;region;Tabora;region
2012;6;32;0;0;0;region;Tanga;region
2012;6;1;0;0;0;country;Tanzania;country
2012;7;2;0;0;0;region;Arusha;region
2012;7;3;0;0;0;region;Dar-es-salaam;region
2012;7;4;0;0;0;region;Dodoma;region
2012;7;5;0;0;0;region;Geita;region
2012;7;6;0;0;0;region;Iringa;region
2012;7;7;0;0;0;region;Kagera;region
2012;7;8;0;0;0;region;Kaskazini Pemba;region
2012;7;9;0;0;0;region;Kaskazini Unguja;region
2012;7;10;0;0;0;region;Katavi;region
2012;7;11;0;0;0;region;Kigoma;region
2012;7;12;0;0;0;region;Kilimanjaro;region
2012;7;13;0;0;0;region;Kusini Pemba;region
2012;7;14;0;0;0;region;Kusini Unguja;region
2012;7;15;0;0;0;region;Lindi;region
2012;7;16;0;0;0;region;Manyara;region
2012;7;17;0;0;0;region;Mara;region
2012;7;18;0;0;0;region;Mbeya;region
2012;7;19;0;0;0;region;Mjini Magharibi;region
